idindikator;mes;god;IDVarijanteStanovnistva;nVarijanteStanovnistva;IDTer;nTer;IDPol;nPol;IDStarGrupa;nStarGrupa;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
180203IND01;00;2016;4;Constant variant;RS22;Region Južne i Istočne Srbije;0;Total;00-4;0–4;58608;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS22;Region Južne i Istočne Srbije;0;Total;00-4;0–4;62229;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS;REPUBLIC OF SERBIA;0;Total;05-9;5–9;334631;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS;REPUBLIC OF SERBIA;0;Total;05-9;5–9;334631;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS;REPUBLIC OF SERBIA;0;Total;05-9;5–9;333125;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS;REPUBLIC OF SERBIA;0;Total;05-9;5–9;334572;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS;REPUBLIC OF SERBIA;0;Total;05-9;5–9;334631;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS1;SRBIJA – SEVER;0;Total;05-9;5–9;173387;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS1;SRBIJA – SEVER;0;Total;05-9;5–9;173387;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS1;SRBIJA – SEVER;0;Total;05-9;5–9;171657;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS1;SRBIJA – SEVER;0;Total;05-9;5–9;173336;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS1;SRBIJA – SEVER;0;Total;05-9;5–9;173387;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS11;Beogradski region;0;Total;05-9;5–9;82625;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS11;Beogradski region;0;Total;05-9;5–9;82625;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS11;Beogradski region;0;Total;05-9;5–9;82149;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS11;Beogradski region;0;Total;05-9;5–9;82605;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS11;Beogradski region;0;Total;05-9;5–9;82625;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS12;Region Vojvodine;0;Total;05-9;5–9;90762;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS12;Region Vojvodine;0;Total;05-9;5–9;90762;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS12;Region Vojvodine;0;Total;05-9;5–9;89508;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS12;Region Vojvodine;0;Total;05-9;5–9;90731;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS12;Region Vojvodine;0;Total;05-9;5–9;90762;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS2;SRBIJA – JUG;0;Total;05-9;5–9;161244;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS2;SRBIJA – JUG;0;Total;05-9;5–9;161244;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS2;SRBIJA – JUG;0;Total;05-9;5–9;161468;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS2;SRBIJA – JUG;0;Total;05-9;5–9;161236;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS2;SRBIJA – JUG;0;Total;05-9;5–9;161244;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;05-9;5–9;93403;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;05-9;5–9;93403;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;05-9;5–9;93508;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;05-9;5–9;93361;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS21;Region Šumadije i Zapadne Srbije;0;Total;05-9;5–9;93403;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS22;Region Južne i Istočne Srbije;0;Total;05-9;5–9;67841;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS22;Region Južne i Istočne Srbije;0;Total;05-9;5–9;67841;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS22;Region Južne i Istočne Srbije;0;Total;05-9;5–9;67960;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS22;Region Južne i Istočne Srbije;0;Total;05-9;5–9;67875;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS22;Region Južne i Istočne Srbije;0;Total;05-9;5–9;67841;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS;REPUBLIC OF SERBIA;0;Total;10-14;10–14;355587;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS;REPUBLIC OF SERBIA;0;Total;10-14;10–14;355588;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS;REPUBLIC OF SERBIA;0;Total;10-14;10–14;355195;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS;REPUBLIC OF SERBIA;0;Total;10-14;10–14;355553;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS;REPUBLIC OF SERBIA;0;Total;10-14;10–14;355588;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS1;SRBIJA – SEVER;0;Total;10-14;10–14;172515;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS1;SRBIJA – SEVER;0;Total;10-14;10–14;172516;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS1;SRBIJA – SEVER;0;Total;10-14;10–14;171997;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS1;SRBIJA – SEVER;0;Total;10-14;10–14;172489;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS1;SRBIJA – SEVER;0;Total;10-14;10–14;172516;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS11;Beogradski region;0;Total;10-14;10–14;77510;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS11;Beogradski region;0;Total;10-14;10–14;77511;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS11;Beogradski region;0;Total;10-14;10–14;77218;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS11;Beogradski region;0;Total;10-14;10–14;77501;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS11;Beogradski region;0;Total;10-14;10–14;77511;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS12;Region Vojvodine;0;Total;10-14;10–14;95005;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS12;Region Vojvodine;0;Total;10-14;10–14;95005;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS12;Region Vojvodine;0;Total;10-14;10–14;94779;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS12;Region Vojvodine;0;Total;10-14;10–14;94988;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS12;Region Vojvodine;0;Total;10-14;10–14;95005;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS2;SRBIJA – JUG;0;Total;10-14;10–14;183072;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS2;SRBIJA – JUG;0;Total;10-14;10–14;183072;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS2;SRBIJA – JUG;0;Total;10-14;10–14;183198;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS2;SRBIJA – JUG;0;Total;10-14;10–14;183064;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS2;SRBIJA – JUG;0;Total;10-14;10–14;183072;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;10-14;10–14;103681;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;10-14;10–14;103681;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;10-14;10–14;103633;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;10-14;10–14;103656;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS21;Region Šumadije i Zapadne Srbije;0;Total;10-14;10–14;103681;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS22;Region Južne i Istočne Srbije;0;Total;10-14;10–14;79391;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS22;Region Južne i Istočne Srbije;0;Total;10-14;10–14;79391;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS22;Region Južne i Istočne Srbije;0;Total;10-14;10–14;79565;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS22;Region Južne i Istočne Srbije;0;Total;10-14;10–14;79408;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS22;Region Južne i Istočne Srbije;0;Total;10-14;10–14;79391;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS;REPUBLIC OF SERBIA;0;Total;15-19;15–19;355039;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS;REPUBLIC OF SERBIA;0;Total;15-19;15–19;355038;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS;REPUBLIC OF SERBIA;0;Total;15-19;15–19;352073;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS;REPUBLIC OF SERBIA;0;Total;15-19;15–19;354990;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS;REPUBLIC OF SERBIA;0;Total;15-19;15–19;355039;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS1;SRBIJA – SEVER;0;Total;15-19;15–19;169819;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS1;SRBIJA – SEVER;0;Total;15-19;15–19;169818;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS1;SRBIJA – SEVER;0;Total;15-19;15–19;167437;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS1;SRBIJA – SEVER;0;Total;15-19;15–19;169783;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS1;SRBIJA – SEVER;0;Total;15-19;15–19;169819;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS11;Beogradski region;0;Total;15-19;15–19;75286;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS11;Beogradski region;0;Total;15-19;15–19;75285;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS11;Beogradski region;0;Total;15-19;15–19;73393;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS11;Beogradski region;0;Total;15-19;15–19;75273;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS11;Beogradski region;0;Total;15-19;15–19;75286;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS12;Region Vojvodine;0;Total;15-19;15–19;94533;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS12;Region Vojvodine;0;Total;15-19;15–19;94533;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS12;Region Vojvodine;0;Total;15-19;15–19;94044;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS12;Region Vojvodine;0;Total;15-19;15–19;94510;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS12;Region Vojvodine;0;Total;15-19;15–19;94533;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS2;SRBIJA – JUG;0;Total;15-19;15–19;185220;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS2;SRBIJA – JUG;0;Total;15-19;15–19;185220;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS2;SRBIJA – JUG;0;Total;15-19;15–19;184636;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS2;SRBIJA – JUG;0;Total;15-19;15–19;185207;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS2;SRBIJA – JUG;0;Total;15-19;15–19;185220;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;1;Low variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;15-19;15–19;103182;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;2;Medium variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;15-19;15–19;103182;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;3;High variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;15-19;15–19;102740;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;4;Constant variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;15-19;15–19;103149;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2016;5;Variant without migration (zero net migration);RS21;Region Šumadije i Zapadne Srbije;0;Total;15-19;15–19;103182;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
